gameid,tourneyid,tie,winnerid,winnername,winnerscore,winneroldrating,winnernewrating,winnerpos,loserid,losername,loserscore,loseroldrating,losernewrating,loserpos,round,division,date,lexicon,year
469946,2940,0,448,Glenda Short,0,1543,1655,3,441,Caesar Jaramillo,0,1761,1667,12,1,1,1994-01-15,0,1994
469947,2940,0,448,Glenda Short,0,1543,1655,3,437,Michael Early,0,1757,1747,6,2,1,1994-01-15,0,1994
469948,2940,0,448,Glenda Short,0,1543,1655,3,454,Mary Rhoades,0,1658,1662,9,4,1,1994-01-15,0,1994
469949,2940,0,448,Glenda Short,0,1543,1655,3,442,Matt Dewaelsche,0,1839,1778,11,7,1,1994-01-15,0,1994
469950,2940,0,448,Glenda Short,0,1543,1655,3,437,Michael Early,0,1757,1747,6,8,1,1994-01-15,0,1994
469951,2940,0,448,Glenda Short,0,1543,1655,3,4123,Hildagard Powell,0,1697,1693,8,9,1,1994-01-15,0,1994
469952,2940,0,454,Mary Rhoades,0,1658,1662,9,442,Matt Dewaelsche,0,1839,1778,11,1,1,1994-01-15,0,1994
469953,2940,0,454,Mary Rhoades,0,1658,1662,9,429,Patricia Barrett,0,1970,1986,1,3,1,1994-01-15,0,1994
469954,2940,0,454,Mary Rhoades,0,1658,1662,9,441,Caesar Jaramillo,0,1761,1667,12,7,1,1994-01-15,0,1994
469955,2940,0,454,Mary Rhoades,0,1658,1662,9,456,Mike Chitwood,0,1615,1636,10,9,1,1994-01-15,0,1994
469956,2940,0,456,Mike Chitwood,0,1615,1636,10,443,Dee Segrest,0,1788,1775,7,1,1,1994-01-15,0,1994
469957,2940,0,456,Mike Chitwood,0,1615,1636,10,4123,Hildagard Powell,0,1697,1693,8,4,1,1994-01-15,0,1994
469958,2940,0,456,Mike Chitwood,0,1615,1636,10,441,Caesar Jaramillo,0,1761,1667,12,6,1,1994-01-15,0,1994
469959,2940,0,456,Mike Chitwood,0,1615,1636,10,441,Caesar Jaramillo,0,1761,1667,12,10,1,1994-01-15,0,1994
469960,2940,0,459,Mary Lee Couey,0,1481,1603,4,441,Caesar Jaramillo,0,1761,1667,12,2,1,1994-01-15,0,1994
469961,2940,0,459,Mary Lee Couey,0,1481,1603,4,4123,Hildagard Powell,0,1697,1693,8,3,1,1994-01-15,0,1994
469962,2940,0,459,Mary Lee Couey,0,1481,1603,4,454,Mary Rhoades,0,1658,1662,9,5,1,1994-01-15,0,1994
469963,2940,0,459,Mary Lee Couey,0,1481,1603,4,1058,Dave Johnson,0,1882,1850,5,6,1,1994-01-15,0,1994
469964,2940,0,459,Mary Lee Couey,0,1481,1603,4,443,Dee Segrest,0,1788,1775,7,9,1,1994-01-15,0,1994
469965,2940,0,459,Mary Lee Couey,0,1481,1603,4,4123,Hildagard Powell,0,1697,1693,8,10,1,1994-01-15,0,1994
469966,2940,0,462,Lee Brooks,0,1249,1262,6,9119,Pat Clark,0,1193,1122,10,3,2,1994-01-15,0,1994
469967,2940,0,462,Lee Brooks,0,1249,1262,6,1330,Carl Davis,0,1356,1356,2,4,2,1994-01-15,0,1994
469968,2940,0,462,Lee Brooks,0,1249,1262,6,5555,Leslie Millard,0,1495,1493,1,7,2,1994-01-15,0,1994
469969,2940,0,462,Lee Brooks,0,1249,1262,6,9119,Pat Clark,0,1193,1122,10,8,2,1994-01-15,0,1994
469970,2940,0,462,Lee Brooks,0,1249,1262,6,2505,Harvey Wilson,0,1471,1411,9,10,2,1994-01-15,0,1994
469971,2940,0,1058,Dave Johnson,0,1882,1850,5,4123,Hildagard Powell,0,1697,1693,8,1,1,1994-01-15,0,1994
469972,2940,0,1058,Dave Johnson,0,1882,1850,5,454,Mary Rhoades,0,1658,1662,9,2,1,1994-01-15,0,1994
469973,2940,0,1058,Dave Johnson,0,1882,1850,5,448,Glenda Short,0,1543,1655,3,3,1,1994-01-15,0,1994
469974,2940,0,1058,Dave Johnson,0,1882,1850,5,454,Mary Rhoades,0,1658,1662,9,8,1,1994-01-15,0,1994
469975,2940,0,1058,Dave Johnson,0,1882,1850,5,437,Michael Early,0,1757,1747,6,9,1,1994-01-15,0,1994
469976,2940,0,1330,Carl Davis,0,1356,1356,2,9119,Pat Clark,0,1193,1122,10,2,2,1994-01-15,0,1994
469977,2940,0,1330,Carl Davis,0,1356,1356,2,2223,Karen Slaton,0,1326,1307,7,5,2,1994-01-15,0,1994
469978,2940,0,1330,Carl Davis,0,1356,1356,2,3281,David Motherwell,0,1348,1316,8,6,2,1994-01-15,0,1994
469979,2940,0,1330,Carl Davis,0,1356,1356,2,4326,Mary Reeves,0,1199,1276,5,7,2,1994-01-15,0,1994
469980,2940,0,1330,Carl Davis,0,1356,1356,2,2505,Harvey Wilson,0,1471,1411,9,8,2,1994-01-15,0,1994
469981,2940,0,1330,Carl Davis,0,1356,1356,2,4326,Mary Reeves,0,1199,1276,5,10,2,1994-01-15,0,1994
469982,2940,0,2505,Harvey Wilson,0,1471,1411,9,462,Lee Brooks,0,1249,1262,6,1,2,1994-01-15,0,1994
469983,2940,0,2505,Harvey Wilson,0,1471,1411,9,2223,Karen Slaton,0,1326,1307,7,2,2,1994-01-15,0,1994
469984,2940,0,2505,Harvey Wilson,0,1471,1411,9,9119,Pat Clark,0,1193,1122,10,5,2,1994-01-15,0,1994
469985,2940,0,2505,Harvey Wilson,0,1471,1411,9,6306,Jim Bodenstedt,0,1417,1418,3,7,2,1994-01-15,0,1994
469986,2940,0,3281,David Motherwell,0,1348,1316,8,9119,Pat Clark,0,1193,1122,10,1,2,1994-01-15,0,1994
469987,2940,0,3281,David Motherwell,0,1348,1316,8,2505,Harvey Wilson,0,1471,1411,9,3,2,1994-01-15,0,1994
469988,2940,0,3281,David Motherwell,0,1348,1316,8,9119,Pat Clark,0,1193,1122,10,9,2,1994-01-15,0,1994
469989,2940,0,3281,David Motherwell,0,1348,1316,8,9119,Pat Clark,0,1193,1122,10,10,2,1994-01-15,0,1994
469990,2940,0,2223,Karen Slaton,0,1326,1307,7,462,Lee Brooks,0,1249,1262,6,6,2,1994-01-15,0,1994
469991,2940,0,2223,Karen Slaton,0,1326,1307,7,3281,David Motherwell,0,1348,1316,8,7,2,1994-01-15,0,1994
469992,2940,0,2223,Karen Slaton,0,1326,1307,7,3281,David Motherwell,0,1348,1316,8,8,2,1994-01-15,0,1994
469993,2940,0,2223,Karen Slaton,0,1326,1307,7,2505,Harvey Wilson,0,1471,1411,9,9,2,1994-01-15,0,1994
469994,2940,0,4123,Hildagard Powell,0,1697,1693,8,442,Matt Dewaelsche,0,1839,1778,11,2,1,1994-01-15,0,1994
469995,2940,0,4123,Hildagard Powell,0,1697,1693,8,441,Caesar Jaramillo,0,1761,1667,12,5,1,1994-01-15,0,1994
469996,2940,0,4123,Hildagard Powell,0,1697,1693,8,454,Mary Rhoades,0,1658,1662,9,6,1,1994-01-15,0,1994
469997,2940,0,4123,Hildagard Powell,0,1697,1693,8,443,Dee Segrest,0,1788,1775,7,7,1,1994-01-15,0,1994
469998,2940,0,4123,Hildagard Powell,0,1697,1693,8,459,Mary Lee Couey,0,1481,1603,4,8,1,1994-01-15,0,1994
469999,2940,0,4326,Mary Reeves,0,1199,1276,5,462,Lee Brooks,0,1249,1262,6,2,2,1994-01-15,0,1994
470000,2940,0,4326,Mary Reeves,0,1199,1276,5,2223,Karen Slaton,0,1326,1307,7,3,2,1994-01-15,0,1994
470001,2940,0,4326,Mary Reeves,0,1199,1276,5,2505,Harvey Wilson,0,1471,1411,9,4,2,1994-01-15,0,1994
470002,2940,0,4326,Mary Reeves,0,1199,1276,5,5555,Leslie Millard,0,1495,1493,1,5,2,1994-01-15,0,1994
470003,2940,0,4326,Mary Reeves,0,1199,1276,5,436,Paul Holser,0,1180,1243,4,6,2,1994-01-15,0,1994
470004,2940,0,4326,Mary Reeves,0,1199,1276,5,1330,Carl Davis,0,1356,1356,2,9,2,1994-01-15,0,1994
470005,2940,0,5555,Leslie Millard,0,1495,1493,1,2223,Karen Slaton,0,1326,1307,7,1,2,1994-01-15,0,1994
470006,2940,0,5555,Leslie Millard,0,1495,1493,1,6306,Jim Bodenstedt,0,1417,1418,3,2,2,1994-01-15,0,1994
470007,2940,0,5555,Leslie Millard,0,1495,1493,1,436,Paul Holser,0,1180,1243,4,3,2,1994-01-15,0,1994
470008,2940,0,5555,Leslie Millard,0,1495,1493,1,3281,David Motherwell,0,1348,1316,8,4,2,1994-01-15,0,1994
470009,2940,0,5555,Leslie Millard,0,1495,1493,1,2505,Harvey Wilson,0,1471,1411,9,6,2,1994-01-15,0,1994
470010,2940,0,5555,Leslie Millard,0,1495,1493,1,4326,Mary Reeves,0,1199,1276,5,8,2,1994-01-15,0,1994
470011,2940,0,5555,Leslie Millard,0,1495,1493,1,6306,Jim Bodenstedt,0,1417,1418,3,10,2,1994-01-15,0,1994
470012,2940,0,6306,Jim Bodenstedt,0,1417,1418,3,4326,Mary Reeves,0,1199,1276,5,1,2,1994-01-15,0,1994
470013,2940,0,6306,Jim Bodenstedt,0,1417,1418,3,1330,Carl Davis,0,1356,1356,2,3,2,1994-01-15,0,1994
470014,2940,0,6306,Jim Bodenstedt,0,1417,1418,3,3281,David Motherwell,0,1348,1316,8,5,2,1994-01-15,0,1994
470015,2940,0,6306,Jim Bodenstedt,0,1417,1418,3,9119,Pat Clark,0,1193,1122,10,6,2,1994-01-15,0,1994
470016,2940,0,6306,Jim Bodenstedt,0,1417,1418,3,436,Paul Holser,0,1180,1243,4,8,2,1994-01-15,0,1994
470017,2940,0,6306,Jim Bodenstedt,0,1417,1418,3,5555,Leslie Millard,0,1495,1493,1,9,2,1994-01-15,0,1994
470018,2940,0,9119,Pat Clark,0,1193,1122,10,2223,Karen Slaton,0,1326,1307,7,4,2,1994-01-15,0,1994
470019,2940,0,9119,Pat Clark,0,1193,1122,10,436,Paul Holser,0,1180,1243,4,7,2,1994-01-15,0,1994
470240,2942,0,429,Patricia Barrett,0,1978,1947,7,3341,Millie Murray,0,1713,1680,16,1,1,1994-03-12,0,1994
470241,2942,0,429,Patricia Barrett,0,1978,1947,7,3197,Charlie Southwell,0,1955,1955,2,2,1,1994-03-12,0,1994
470242,2942,0,429,Patricia Barrett,0,1978,1947,7,2123,Paul Thornton,0,1673,1795,1,4,1,1994-03-12,0,1994
470243,2942,0,429,Patricia Barrett,0,1978,1947,7,1308,William Clark,0,1791,1731,13,5,1,1994-03-12,0,1994
470244,2942,0,429,Patricia Barrett,0,1978,1947,7,442,Matt Dewaelsche,0,1757,1767,9,10,1,1994-03-12,0,1994
470245,2942,0,435,Chris Cree,0,1925,1939,4,454,Mary Rhoades,0,1648,1662,10,1,1,1994-03-12,0,1994
470246,2942,0,435,Chris Cree,0,1925,1939,4,7473,Merle Merrick,0,1617,1653,6,2,1,1994-03-12,0,1994
470247,2942,0,435,Chris Cree,0,1925,1939,4,666,Chris Lennon,0,1760,1791,5,3,1,1994-03-12,0,1994
470248,2942,0,435,Chris Cree,0,1925,1939,4,442,Matt Dewaelsche,0,1757,1767,9,4,1,1994-03-12,0,1994
470249,2942,0,435,Chris Cree,0,1925,1939,4,4389,Jeff Reeves,0,1925,1938,3,5,1,1994-03-12,0,1994
470250,2942,0,435,Chris Cree,0,1925,1939,4,429,Patricia Barrett,0,1978,1947,7,6,1,1994-03-12,0,1994
470251,2942,0,435,Chris Cree,0,1925,1939,4,429,Patricia Barrett,0,1978,1947,7,9,1,1994-03-12,0,1994
470252,2942,0,441,Caesar Jaramillo,0,1682,1637,14,456,Mike Chitwood,0,1613,1634,8,3,1,1994-03-12,0,1994
470253,2942,0,441,Caesar Jaramillo,0,1682,1637,14,1308,William Clark,0,1791,1731,13,6,1,1994-03-12,0,1994
470254,2942,0,441,Caesar Jaramillo,0,1682,1637,14,3341,Millie Murray,0,1713,1680,16,10,1,1994-03-12,0,1994
470255,2942,0,442,Matt Dewaelsche,0,1757,1767,9,459,Mary Lee Couey,0,1558,1556,15,1,1,1994-03-12,0,1994
470256,2942,0,442,Matt Dewaelsche,0,1757,1767,9,1308,William Clark,0,1791,1731,13,2,1,1994-03-12,0,1994
470257,2942,0,442,Matt Dewaelsche,0,1757,1767,9,429,Patricia Barrett,0,1978,1947,7,3,1,1994-03-12,0,1994
470258,2942,0,442,Matt Dewaelsche,0,1757,1767,9,441,Caesar Jaramillo,0,1682,1637,14,8,1,1994-03-12,0,1994
470259,2942,0,442,Matt Dewaelsche,0,1757,1767,9,454,Mary Rhoades,0,1648,1662,10,9,1,1994-03-12,0,1994
470260,2942,0,454,Mary Rhoades,0,1648,1662,10,441,Caesar Jaramillo,0,1682,1637,14,2,1,1994-03-12,0,1994
470261,2942,0,454,Mary Rhoades,0,1648,1662,10,7473,Merle Merrick,0,1617,1653,6,4,1,1994-03-12,0,1994
470262,2942,0,454,Mary Rhoades,0,1648,1662,10,3341,Millie Murray,0,1713,1680,16,7,1,1994-03-12,0,1994
470263,2942,0,454,Mary Rhoades,0,1648,1662,10,1308,William Clark,0,1791,1731,13,10,1,1994-03-12,0,1994
470264,2942,0,456,Mike Chitwood,0,1613,1634,8,7473,Merle Merrick,0,1617,1653,6,5,1,1994-03-12,0,1994
470265,2942,0,456,Mike Chitwood,0,1613,1634,8,459,Mary Lee Couey,0,1558,1556,15,6,1,1994-03-12,0,1994
470266,2942,0,456,Mike Chitwood,0,1613,1634,8,1308,William Clark,0,1791,1731,13,7,1,1994-03-12,0,1994
470267,2942,0,456,Mike Chitwood,0,1613,1634,8,4123,Hildagard Powell,0,1689,1669,11,8,1,1994-03-12,0,1994
470268,2942,0,456,Mike Chitwood,0,1613,1634,8,4123,Hildagard Powell,0,1689,1669,11,10,1,1994-03-12,0,1994
470269,2942,0,459,Mary Lee Couey,0,1558,1556,15,3106,Conrad Braud,0,1627,1614,12,2,1,1994-03-12,0,1994
470270,2942,0,459,Mary Lee Couey,0,1558,1556,15,441,Caesar Jaramillo,0,1682,1637,14,5,1,1994-03-12,0,1994
470271,2942,0,459,Mary Lee Couey,0,1558,1556,15,1308,William Clark,0,1791,1731,13,8,1,1994-03-12,0,1994
470272,2942,0,477,Beulah Cooper,0,1282,1316,14,4529,Johanna Laite,0,1515,1455,16,1,2,1994-03-12,0,1994
470273,2942,0,477,Beulah Cooper,0,1282,1316,14,1392,Carl Warner,0,1417,1373,20,2,2,1994-03-12,0,1994
470274,2942,0,477,Beulah Cooper,0,1282,1316,14,2247,Dorothy Hathorn,0,1302,1259,23,8,2,1994-03-12,0,1994
470275,2942,0,477,Beulah Cooper,0,1282,1316,14,13915,Dorothy Bass,0,1373,1343,22,9,2,1994-03-12,0,1994
470276,2942,0,477,Beulah Cooper,0,1282,1316,14,2214,Marion Wooten,0,1300,1272,21,10,2,1994-03-12,0,1994
470277,2942,0,479,Ruth Sawyer,0,1452,1500,2,1339,Stella Alejos,0,1354,1300,24,1,2,1994-03-12,0,1994
470278,2942,0,479,Ruth Sawyer,0,1452,1500,2,2223,Karen Slaton,0,1309,1323,19,2,2,1994-03-12,0,1994
470279,2942,0,479,Ruth Sawyer,0,1452,1500,2,3281,David Motherwell,0,1316,1389,5,3,2,1994-03-12,0,1994
470280,2942,0,479,Ruth Sawyer,0,1452,1500,2,1392,Carl Warner,0,1417,1373,20,4,2,1994-03-12,0,1994
470281,2942,0,479,Ruth Sawyer,0,1452,1500,2,1330,Carl Davis,0,1312,1340,10,5,2,1994-03-12,0,1994
470282,2942,0,479,Ruth Sawyer,0,1452,1500,2,1461,T A Sanders,0,1415,1425,11,8,2,1994-03-12,0,1994
470283,2942,0,479,Ruth Sawyer,0,1452,1500,2,3281,David Motherwell,0,1316,1389,5,9,2,1994-03-12,0,1994
470284,2942,0,479,Ruth Sawyer,0,1452,1500,2,9232,Ed Cunningham,0,1746,1722,1,10,2,1994-03-12,0,1994
470285,2942,0,491,Mary Lou Thurman,0,1164,1205,17,1930,Roberta Sageser,0,1212,1251,15,1,2,1994-03-12,0,1994
470286,2942,0,491,Mary Lou Thurman,0,1164,1205,17,9232,Ed Cunningham,0,1746,1722,1,2,2,1994-03-12,0,1994
470287,2942,0,491,Mary Lou Thurman,0,1164,1205,17,6306,Jim Bodenstedt,0,1484,1493,7,3,2,1994-03-12,0,1994
470288,2942,0,491,Mary Lou Thurman,0,1164,1205,17,2505,Harvey Wilson,0,1401,1367,18,8,2,1994-03-12,0,1994
470289,2942,0,666,Chris Lennon,0,1760,1791,5,2123,Paul Thornton,0,1673,1795,1,1,1,1994-03-12,0,1994
470290,2942,0,666,Chris Lennon,0,1760,1791,5,4389,Jeff Reeves,0,1925,1938,3,2,1,1994-03-12,0,1994
470291,2942,0,666,Chris Lennon,0,1760,1791,5,3341,Millie Murray,0,1713,1680,16,4,1,1994-03-12,0,1994
470292,2942,0,666,Chris Lennon,0,1760,1791,5,442,Matt Dewaelsche,0,1757,1767,9,5,1,1994-03-12,0,1994
470293,2942,0,666,Chris Lennon,0,1760,1791,5,4123,Hildagard Powell,0,1689,1669,11,7,1,1994-03-12,0,1994
470294,2942,0,666,Chris Lennon,0,1760,1791,5,429,Patricia Barrett,0,1978,1947,7,8,1,1994-03-12,0,1994
470295,2942,0,707,Gertrude Savadge,0,1542,1570,4,1334,Nancy Scott,0,1351,1393,8,1,2,1994-03-12,0,1994
470296,2942,0,707,Gertrude Savadge,0,1542,1570,4,3467,Michael Connally,0,1550,1532,9,3,2,1994-03-12,0,1994
470297,2942,0,707,Gertrude Savadge,0,1542,1570,4,3281,David Motherwell,0,1316,1389,5,4,2,1994-03-12,0,1994
470298,2942,0,707,Gertrude Savadge,0,1542,1570,4,1461,T A Sanders,0,1415,1425,11,5,2,1994-03-12,0,1994
470299,2942,0,707,Gertrude Savadge,0,1542,1570,4,479,Ruth Sawyer,0,1452,1500,2,6,2,1994-03-12,0,1994
470300,2942,0,707,Gertrude Savadge,0,1542,1570,4,2124,Sammye Bichel,0,1525,1529,3,8,2,1994-03-12,0,1994
470301,2942,0,707,Gertrude Savadge,0,1542,1570,4,1334,Nancy Scott,0,1351,1393,8,10,2,1994-03-12,0,1994
470302,2942,0,1266,Barbara Van Alen,0,1520,1525,6,1339,Stella Alejos,0,1354,1300,24,3,2,1994-03-12,0,1994
470303,2942,0,1266,Barbara Van Alen,0,1520,1525,6,4529,Johanna Laite,0,1515,1455,16,4,2,1994-03-12,0,1994
470304,2942,0,1266,Barbara Van Alen,0,1520,1525,6,1392,Carl Warner,0,1417,1373,20,5,2,1994-03-12,0,1994
470305,2942,0,1266,Barbara Van Alen,0,1520,1525,6,5555,Leslie Millard,0,1523,1499,12,8,2,1994-03-12,0,1994
470306,2942,0,1266,Barbara Van Alen,0,1520,1525,6,5555,Leslie Millard,0,1523,1499,12,9,2,1994-03-12,0,1994
470307,2942,0,1266,Barbara Van Alen,0,1520,1525,6,1461,T A Sanders,0,1415,1425,11,10,2,1994-03-12,0,1994
470308,2942,0,1308,William Clark,0,1791,1731,13,3106,Conrad Braud,0,1627,1614,12,1,1,1994-03-12,0,1994
470309,2942,0,1308,William Clark,0,1791,1731,13,454,Mary Rhoades,0,1648,1662,10,3,1,1994-03-12,0,1994
470310,2942,0,1308,William Clark,0,1791,1731,13,3341,Millie Murray,0,1713,1680,16,9,1,1994-03-12,0,1994
470311,2942,0,1330,Carl Davis,0,1312,1340,10,2124,Sammye Bichel,0,1525,1529,3,1,2,1994-03-12,0,1994
470312,2942,0,1330,Carl Davis,0,1312,1340,10,3467,Michael Connally,0,1550,1532,9,2,2,1994-03-12,0,1994
470313,2942,0,1330,Carl Davis,0,1312,1340,10,477,Beulah Cooper,0,1282,1316,14,3,2,1994-03-12,0,1994
470314,2942,0,1330,Carl Davis,0,1312,1340,10,491,Mary Lou Thurman,0,1164,1205,17,4,2,1994-03-12,0,1994
470315,2942,0,1330,Carl Davis,0,1312,1340,10,3995,Peggy Henson,0,1455,1448,13,8,2,1994-03-12,0,1994
470316,2942,0,1334,Nancy Scott,0,1351,1393,8,13915,Dorothy Bass,0,1373,1343,22,3,2,1994-03-12,0,1994
470317,2942,0,1334,Nancy Scott,0,1351,1393,8,2505,Harvey Wilson,0,1401,1367,18,4,2,1994-03-12,0,1994
470318,2942,0,1334,Nancy Scott,0,1351,1393,8,477,Beulah Cooper,0,1282,1316,14,5,2,1994-03-12,0,1994
470319,2942,0,1334,Nancy Scott,0,1351,1393,8,6306,Jim Bodenstedt,0,1484,1493,7,6,2,1994-03-12,0,1994
470320,2942,0,1334,Nancy Scott,0,1351,1393,8,479,Ruth Sawyer,0,1452,1500,2,7,2,1994-03-12,0,1994
470321,2942,0,1334,Nancy Scott,0,1351,1393,8,1330,Carl Davis,0,1312,1340,10,9,2,1994-03-12,0,1994
470322,2942,0,1339,Stella Alejos,0,1354,1300,24,2247,Dorothy Hathorn,0,1302,1259,23,7,2,1994-03-12,0,1994
470323,2942,0,1339,Stella Alejos,0,1354,1300,24,2247,Dorothy Hathorn,0,1302,1259,23,9,2,1994-03-12,0,1994
470324,2942,0,1392,Carl Warner,0,1417,1373,20,2247,Dorothy Hathorn,0,1302,1259,23,1,2,1994-03-12,0,1994
470325,2942,0,1392,Carl Warner,0,1417,1373,20,2124,Sammye Bichel,0,1525,1529,3,3,2,1994-03-12,0,1994
470326,2942,0,1392,Carl Warner,0,1417,1373,20,2223,Karen Slaton,0,1309,1323,19,9,2,1994-03-12,0,1994
470327,2942,0,1461,T A Sanders,0,1415,1425,11,1930,Roberta Sageser,0,1212,1251,15,2,2,1994-03-12,0,1994
470328,2942,0,1461,T A Sanders,0,1415,1425,11,2505,Harvey Wilson,0,1401,1367,18,3,2,1994-03-12,0,1994
470329,2942,0,1461,T A Sanders,0,1415,1425,11,2214,Marion Wooten,0,1300,1272,21,4,2,1994-03-12,0,1994
470330,2942,0,1461,T A Sanders,0,1415,1425,11,1266,Barbara Van Alen,0,1520,1525,6,6,2,1994-03-12,0,1994
470331,2942,0,1461,T A Sanders,0,1415,1425,11,1330,Carl Davis,0,1312,1340,10,7,2,1994-03-12,0,1994
470332,2942,0,1930,Roberta Sageser,0,1212,1251,15,1339,Stella Alejos,0,1354,1300,24,5,2,1994-03-12,0,1994
470333,2942,0,1930,Roberta Sageser,0,1212,1251,15,2247,Dorothy Hathorn,0,1302,1259,23,6,2,1994-03-12,0,1994
470334,2942,0,1930,Roberta Sageser,0,1212,1251,15,2223,Karen Slaton,0,1309,1323,19,7,2,1994-03-12,0,1994
470335,2942,0,1930,Roberta Sageser,0,1212,1251,15,2214,Marion Wooten,0,1300,1272,21,8,2,1994-03-12,0,1994
470336,2942,0,1930,Roberta Sageser,0,1212,1251,15,1392,Carl Warner,0,1417,1373,20,10,2,1994-03-12,0,1994
470337,2942,0,2123,Paul Thornton,0,1673,1795,1,456,Mike Chitwood,0,1613,1634,8,2,1,1994-03-12,0,1994
470338,2942,0,2123,Paul Thornton,0,1673,1795,1,7473,Merle Merrick,0,1617,1653,6,3,1,1994-03-12,0,1994
470339,2942,0,2123,Paul Thornton,0,1673,1795,1,4123,Hildagard Powell,0,1689,1669,11,5,1,1994-03-12,0,1994
470340,2942,0,2123,Paul Thornton,0,1673,1795,1,3341,Millie Murray,0,1713,1680,16,6,1,1994-03-12,0,1994
470341,2942,0,2123,Paul Thornton,0,1673,1795,1,442,Matt Dewaelsche,0,1757,1767,9,7,1,1994-03-12,0,1994
470342,2942,0,2123,Paul Thornton,0,1673,1795,1,435,Chris Cree,0,1925,1939,4,8,1,1994-03-12,0,1994
470343,2942,0,2123,Paul Thornton,0,1673,1795,1,666,Chris Lennon,0,1760,1791,5,9,1,1994-03-12,0,1994
470344,2942,0,2123,Paul Thornton,0,1673,1795,1,3197,Charlie Southwell,0,1955,1955,2,10,1,1994-03-12,0,1994
470345,2942,0,2124,Sammye Bichel,0,1525,1529,3,13915,Dorothy Bass,0,1373,1343,22,2,2,1994-03-12,0,1994
470346,2942,0,2124,Sammye Bichel,0,1525,1529,3,1339,Stella Alejos,0,1354,1300,24,4,2,1994-03-12,0,1994
470347,2942,0,2124,Sammye Bichel,0,1525,1529,3,5555,Leslie Millard,0,1523,1499,12,5,2,1994-03-12,0,1994
470348,2942,0,2124,Sammye Bichel,0,1525,1529,3,477,Beulah Cooper,0,1282,1316,14,6,2,1994-03-12,0,1994
470349,2942,0,2124,Sammye Bichel,0,1525,1529,3,2214,Marion Wooten,0,1300,1272,21,7,2,1994-03-12,0,1994
470350,2942,0,2124,Sammye Bichel,0,1525,1529,3,491,Mary Lou Thurman,0,1164,1205,17,9,2,1994-03-12,0,1994
470351,2942,0,2124,Sammye Bichel,0,1525,1529,3,3467,Michael Connally,0,1550,1532,9,10,2,1994-03-12,0,1994
470352,2942,0,2214,Marion Wooten,0,1300,1272,21,1334,Nancy Scott,0,1351,1393,8,2,2,1994-03-12,0,1994
470353,2942,0,2214,Marion Wooten,0,1300,1272,21,2247,Dorothy Hathorn,0,1302,1259,23,3,2,1994-03-12,0,1994
470354,2942,0,2214,Marion Wooten,0,1300,1272,21,491,Mary Lou Thurman,0,1164,1205,17,5,2,1994-03-12,0,1994
470355,2942,0,2247,Dorothy Hathorn,0,1302,1259,23,4529,Johanna Laite,0,1515,1455,16,2,2,1994-03-12,0,1994
470356,2942,0,2247,Dorothy Hathorn,0,1302,1259,23,1339,Stella Alejos,0,1354,1300,24,10,2,1994-03-12,0,1994
470357,2942,0,2505,Harvey Wilson,0,1401,1367,18,1266,Barbara Van Alen,0,1520,1525,6,1,2,1994-03-12,0,1994
470358,2942,0,2505,Harvey Wilson,0,1401,1367,18,1339,Stella Alejos,0,1354,1300,24,6,2,1994-03-12,0,1994
470359,2942,0,2505,Harvey Wilson,0,1401,1367,18,477,Beulah Cooper,0,1282,1316,14,7,2,1994-03-12,0,1994
470360,2942,0,2505,Harvey Wilson,0,1401,1367,18,2214,Marion Wooten,0,1300,1272,21,9,2,1994-03-12,0,1994
470361,2942,0,3106,Conrad Braud,0,1627,1614,12,456,Mike Chitwood,0,1613,1634,8,4,1,1994-03-12,0,1994
470362,2942,0,3106,Conrad Braud,0,1627,1614,12,441,Caesar Jaramillo,0,1682,1637,14,7,1,1994-03-12,0,1994
470363,2942,0,3106,Conrad Braud,0,1627,1614,12,441,Caesar Jaramillo,0,1682,1637,14,9,1,1994-03-12,0,1994
470364,2942,0,3106,Conrad Braud,0,1627,1614,12,459,Mary Lee Couey,0,1558,1556,15,10,1,1994-03-12,0,1994
470365,2942,0,3197,Charlie Southwell,0,1955,1955,2,4123,Hildagard Powell,0,1689,1669,11,1,1,1994-03-12,0,1994
470366,2942,0,3197,Charlie Southwell,0,1955,1955,2,459,Mary Lee Couey,0,1558,1556,15,4,1,1994-03-12,0,1994
470367,2942,0,3197,Charlie Southwell,0,1955,1955,2,454,Mary Rhoades,0,1648,1662,10,5,1,1994-03-12,0,1994
470368,2942,0,3197,Charlie Southwell,0,1955,1955,2,666,Chris Lennon,0,1760,1791,5,6,1,1994-03-12,0,1994
470369,2942,0,3197,Charlie Southwell,0,1955,1955,2,435,Chris Cree,0,1925,1939,4,7,1,1994-03-12,0,1994
470370,2942,0,3197,Charlie Southwell,0,1955,1955,2,3341,Millie Murray,0,1713,1680,16,8,1,1994-03-12,0,1994
470371,2942,0,3197,Charlie Southwell,0,1955,1955,2,4389,Jeff Reeves,0,1925,1938,3,9,1,1994-03-12,0,1994
470372,2942,0,3281,David Motherwell,0,1316,1389,5,5555,Leslie Millard,0,1523,1499,12,1,2,1994-03-12,0,1994
470373,2942,0,3281,David Motherwell,0,1316,1389,5,2505,Harvey Wilson,0,1401,1367,18,2,2,1994-03-12,0,1994
470374,2942,0,3281,David Motherwell,0,1316,1389,5,2247,Dorothy Hathorn,0,1302,1259,23,5,2,1994-03-12,0,1994
